L 07/31/2018 - 17:00:56: [mapfile_clear.smx] except:de_cache
L 07/31/2018 - 17:00:56: [mapfile_clear.smx] except:de_mirage
L 07/31/2018 - 17:00:56: [mapfile_clear.smx] except:de_overpass
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_project_alcaria_v1_2.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_prototype_v3_2.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_random_v10_fix.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_reloaded_v1_e10.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_rush_b_v1_1.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_rush_B_v1_3.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_sandstorm_v7_1_e4.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_serpentis_temple_b2.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_Sit_Caelum_Paradisus_b6_2.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_sky_athletic_adv_v9_1.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_sky_athletic_adv_v9_4.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_sky_athletic_v7_1.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_sky_athletic_v7_3.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_slender_b1.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_sorrento_escape_v1.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_starwars_v1_5.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_starwars_v2.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_sunlight_v3.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_surf_sahok_v1.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_SURVIVORS_p.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_s_a_m_a7.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_TESV_Skyrim_v4fix_Lite.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_tilex_possession_v2_10.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_trials_v1_2.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_tyranny_v5beta_csgo5_1.bsp
L 07/31/2018 - 17:01:01: [mapfile_clear.smx] delete maps/ze_vertigo_v1_1.bsp
